Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
404.0,404,516,sabanci university,Türkiye,Asia,S,CO,VH,Private not for Profit,26.5,477,62.6,177,40.0,505,39.2,483,51.2,434,28.0,614,30.9,606,35.5,801+,12.8,801+,50.1,701=,37.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,sacred heart major seminary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,MI,Detroit,48206.0,nan,True,private,nan,-2.0,nan,nan,100.0,nan,nan,nan,nan,172.0,nan,nan,nan,nan,nan,Sacred Heart Major Seminary is a private institution.    
nan,nan,nan,sacred heart university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,CT,Fairfield,6825.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/bd7f7f2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F89%2Fd5%2Fe7779bad47b1aeeb5a4c4056317c%2F20241016-campus-staged-007-1.JPG,231.0,25.0,nan,68.0,50404.0,3.7,nan,nan,6960.0,2.5,1170.0,nan,1170-1300,25-30,"Sacred Heart University is a private institution that was founded in 1963. It has a total undergraduate enrollment of 6,960 (fall 2023), its setting is suburban, and the campus size is 350 acres. It utilizes a differs by program-based academic calendar. Sacred Heart University's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its tuition and fees are $50,404."
nan,nan,nan,saginaw valley state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,MI,University Center,48710.0,midwest,True,public,nan,103.0,19.0,nan,73.0,nan,3.5,2.0,nan,6202.0,< 2.0,940.0,nan,940-1160,19-25,"Saginaw Valley State University is a public institution that was founded in 1963. It has a total undergraduate enrollment of 6,202 (fall 2023), and the campus size is 782 acres.  Saginaw Valley State University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #103. "
nan,nan,nan,saint anselm college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,NH,Manchester,3102.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/e350195/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4a%2Fd59bcc15ed5426b1e534b1439088ac%2Fcollege-photo_11794.jpg,90.0,25.0,70.0,78.0,48920.0,3.4,nan,nan,2052.0,nan,1090.0,37586.0,1090-1270,25-27,"Saint Anselm College is a private institution that was founded in 1889. It has a total undergraduate enrollment of 2,052 (fall 2023), its setting is city, and the campus size is 400 acres. It utilizes a semester-based academic calendar. Saint Anselm College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #90. Its tuition and fees are $48,920."
nan,nan,nan,saint anthony college of nursing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,health,IL,Rockford,61114.0,nan,True,private,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,181.0,nan,nan,nan,nan,nan,Saint Anthony College of Nursing is a private institution that was founded in 1915.    
nan,nan,nan,saint augustine's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,NC,Raleigh,27610.0,south,True,private,https://www.usnews.com/dims4/USNEWS/8b0fdff/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe9%2F6a2488130d2bd637ca33c6e2a4501b%2Fcollege-photo_13510.jpg,86.0,2.0,nan,59.0,nan,3.0,nan,nan,930.0,nan,704.0,nan,704-848,2-3,"Saint Augustine's University is a private institution that was founded in 1867. It has a total undergraduate enrollment of 930 (fall 2023), its setting is urban, and the campus size is 122 acres. It utilizes a semester-based academic calendar. Saint Augustine's University's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #86. "
nan,nan,nan,saint edward's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,TX,Austin,78704.0,west,True,private,https://www.usnews.com/dims4/USNEWS/27ca9cd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F8d%2F3f%2Fa1d18239407ab10712737e30a1d0%2F20220411-main-building-st-edwards-university-1.jpg,5.0,20.0,71.0,84.0,51384.0,nan,nan,nan,2731.0,2.0,1030.0,33642.0,1030-1235,20-25,"Saint Edward's University is a private institution that was founded in 1885. It has a total undergraduate enrollment of 2,731 (fall 2023), its setting is urban, and the campus size is 160 acres. It utilizes a semester-based academic calendar. Saint Edward's University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #5. Its tuition and fees are $51,384."
nan,nan,nan,saint elizabeth university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Morristown,7960.0,north,True,private,https://www.usnews.com/dims4/USNEWS/ec9104e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fcb%2Fcac4eae43227d380748d45199d4b66%2Fcollege-photo_30727.jpg,101.0,nan,nan,95.0,36783.0,3.0,nan,nan,670.0,nan,nan,nan,nan,nan,"Saint Elizabeth University is a private institution that was founded in 1899. It has a total undergraduate enrollment of 670 (fall 2023), and the campus size is 200 acres. It utilizes a semester-based academic calendar. Saint Elizabeth University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #101. Its tuition and fees are $36,783."
nan,nan,nan,saint johns river state college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Palatka,32177.0,south,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,6434.0,nan,nan,nan,nan,nan,Saint Johns River State College is a public institution.    
nan,nan,nan,saint johns university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,MN,Collegeville,56321.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/79aa722/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F6a%2Fab%2F79b62c884ab3ac2aa0c0323c7fae%2F080223-csb-sju-raft-u-0071.jpg,80.0,22.0,61.0,80.0,55816.0,3.5,nan,nan,1481.0,nan,1145.0,28456.0,1145-1280,22-28,"Saint Johns University is a private institution that was founded in 1857. It has a total undergraduate enrollment of 1,481 (fall 2023), its setting is rural, and the campus size is 2,500 acres. It utilizes a semester-based academic calendar. Saint Johns University's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #80. Its tuition and fees are $55,816."
620.0,618,711-720,saint joseph university of beirut (usj),Lebanon,Asia,M,FC,HI,Private not for Profit,13.4,701+,38.2,366,62.3,285,4.2,801+,94.3,186,40.7,485,46.1,453,30.2,801+,40.8,431,35.0,801+,27.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,saint joseph's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,PA,Philadelphia,19131.0,north,True,private,https://www.usnews.com/dims4/USNEWS/59ca31f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F65%2F03%2Ff800f4f44d4fb94eefbd82122e9b%2F230501-spring-marketing-9504.jpg,5.0,27.0,64.0,86.0,53260.0,3.8,nan,nan,4828.0,2.8,1150.0,40239.0,1150-1330,27-31,"Saint Joseph's University is a private institution that was founded in 1851. It has a total undergraduate enrollment of 4,828 (fall 2023), and the campus size is 174 acres. It utilizes a semester-based academic calendar. Saint Joseph's University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #5. Its tuition and fees are $53,260."
nan,nan,nan,saint leo university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,FL,Saint Leo,33574.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/f37cc51/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9d%2F5480769ae452858bdcb5a8c4d8915e%2Fcollege-photo_28951.jpg,-1.0,20.0,nan,80.0,28360.0,nan,nan,nan,7320.0,nan,980.0,nan,980-1190,20-27,"Saint Leo University is a private institution that was founded in 1889. It has a total undergraduate enrollment of 7,320 (fall 2022), and the campus size is 297 acres.  Saint Leo University's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. Its tuition and fees are $28,360."
979.0,951-1000,951-1000,saint louis university,United States of America,Americas,L,CO,VH,Private not for Profit,5.7,701+,4.2,701+,50.8,373,23.8,660,20.6,701,42.2,473,31.5,596,23.5,801+,18.5,748,35.9,801+,-,national-universities,MO,St. Louis,63103.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/326df2e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fae%2F6935980fac0ae17639b20b2733fcb5%2FClock-Tower.jpg,105.0,26.0,62.0,81.0,55760.0,3.9,2.1,nan,7396.0,3.0,1210.0,35157.0,1210-1430,26-31,"Saint Louis University is a private institution that was founded in 1818. It has a total undergraduate enrollment of 7,396 (fall 2023), and the campus size is 271 acres.  Saint Louis University's ranking in the 2025 edition of Best Colleges is National Universities, #105. Its tuition and fees are $55,760."
nan,nan,nan,saint martin's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,WA,Lacey,98503.0,west,True,private,https://www.usnews.com/dims4/USNEWS/d4e0bbe/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F59%2F1a941e2ef5386036cec21c703cb157%2Fcollege-photo_7597.jpg,42.0,nan,85.0,65.0,45510.0,3.5,2.1,nan,1270.0,nan,970.0,30312.0,970-1180,nan,"Saint Martin's University is a private institution that was founded in 1895. It has a total undergraduate enrollment of 1,270 (fall 2023), and the campus size is 300 acres. It utilizes a semester-based academic calendar. Saint Martin's University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #42. Its tuition and fees are $45,510."
nan,nan,nan,saint mary's college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,IN,Notre Dame,46556.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/3d571e3/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F78%2F9cf74d00bad781434e0958a2f6dcad%2Fcollege-photo_6308.jpg,80.0,23.0,70.0,81.0,53230.0,3.9,nan,nan,1423.0,nan,1040.0,29301.0,1040-1250,23-29,"Saint Mary's College is a private institution that was founded in 1844. It has a total undergraduate enrollment of 1,423 (fall 2023), its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Saint Mary's College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #80. Its tuition and fees are $53,230."
nan,nan,nan,saint mary's college of california,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,CA,Moraga,94556.0,west,True,private,https://www.usnews.com/dims4/USNEWS/aa1762c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F30%2F71be6ca1970d6c70e05e974716faa6%2Fcollege-photo_32218.jpg,6.0,nan,58.0,88.0,57803.0,3.6,nan,nan,2044.0,2.2,nan,47279.0,nan,nan,"Saint Mary's College of California is a private institution that was founded in 1863. It has a total undergraduate enrollment of 2,044 (fall 2023), its setting is suburban, and the campus size is 420 acres. It utilizes a 4-1-4-based academic calendar. Saint Mary's College of California's ranking in the 2025 edition of Best Colleges is Regional Universities West, #6. Its tuition and fees are $57,803."
nan,nan,nan,saint mary's university of minnesota,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,MN,Winona,55987.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/29996db/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F99%2Fda%2Fdb1096f6418c80ad620fbf27256c%2Forigstudentconnect-college.jpg,296.0,21.0,nan,89.0,45080.0,3.4,nan,nan,1075.0,nan,nan,nan,nan,21-29,"Saint Mary's University of Minnesota is a private institution that was founded in 1912. It has a total undergraduate enrollment of 1,075 (fall 2023), its setting is city, and the campus size is 350 acres. It utilizes a semester-based academic calendar. Saint Mary's University of Minnesota's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its tuition and fees are $45,080."
nan,nan,nan,saint mary-of-the-woods college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,IN,St. Mary-of-the-Woods,47876.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/5c99ab1/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd7%2Fee0f4aec83ea15b923f3ea9db3a96b%2Fcollege-photo_23890.jpg,43.0,nan,93.0,76.0,35270.0,nan,nan,nan,898.0,nan,875.0,35456.0,875-1070,nan,"Saint Mary-of-the-Woods College is a private institution that was founded in 1840. It has a total undergraduate enrollment of 898 (fall 2023), and the campus size is 311 acres.  Saint Mary-of-the-Woods College's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #43. Its tuition and fees are $35,270."
nan,nan,nan,saint michael's college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,VT,Colchester,5439.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/fbcebe3/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa1%2F73d95fff06e46e6adfd66357e07a2f%2Fcollege-photo_20290.jpg,122.0,22.0,nan,92.0,51450.0,nan,nan,nan,1178.0,nan,1150.0,nan,1150-1310,22-30,"Saint Michael's College is a private institution that was founded in 1904. It has a total undergraduate enrollment of 1,178 (fall 2023), its setting is suburban, and the campus size is 440 acres. It utilizes a semester-based academic calendar. Saint Michael's College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #122. Its tuition and fees are $51,450."
nan,nan,nan,saint peter's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Jersey City,7306.0,north,True,private,https://www.usnews.com/dims4/USNEWS/afdf35d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F91%2F49f12f6d98d26fa592b888d6da3c07%2Fcollege-photo_34712.jpg,39.0,nan,68.0,91.0,42552.0,3.2,nan,nan,2101.0,nan,905.0,27053.0,905-1166,nan,"Saint Peter's University is a private institution that was founded in 1872. It has a total undergraduate enrollment of 2,101 (fall 2023), its setting is city, and the campus size is 25 acres. It utilizes a semester-based academic calendar. Saint Peter's University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #39. Its tuition and fees are $42,552."
375.0,375,365,saint petersburg state university,Russian Federation,Europe,L,FC,VH,Public,42.2,283,43.6,305,65.8,263,7.9,801+,6.7,801+,52.2,396,56.8,361,83.7,280,80.1,158,44.6,801+,39.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,saint vincent college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,PA,Latrobe,15650.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/3ae44c7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff5%2F4deda743f8f1bb5f311b22f36f12fc%2Fcollege-photo_27903.jpg,114.0,21.0,nan,59.0,43071.0,3.6,< 2.0,nan,1280.0,nan,993.0,nan,993-1231,21-25,"Saint Vincent College is a private institution that was founded in 1846. It has a total undergraduate enrollment of 1,280 (fall 2023), and the campus size is 200 acres. It utilizes a semester-based academic calendar. Saint Vincent College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #114. Its tuition and fees are $43,071."
nan,nan,nan,saint xavier university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,IL,Chicago,60655.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/6119f68/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F0d%2F491c93c9fe9f755e9f116d7b4b9bba%2Fcollege-photo_8213.jpg,37.0,nan,88.0,86.0,37940.0,3.6,nan,nan,3039.0,2.0,nan,23726.0,nan,nan,"Saint Xavier University is a private institution that was founded in 1846. It has a total undergraduate enrollment of 3,039 (fall 2023), its setting is urban, and the campus size is 120 acres. It utilizes a semester-based academic calendar. Saint Xavier University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #37. Its tuition and fees are $37,940."
1281.0,1201-1400,1001-1200,saint-petersburg electrotechnical university leti,Russian Federation,Europe,M,FO,VH,Public,4.8,701+,6.3,701+,51.9,363,3.0,801+,5.6,801+,56.2,371,58.5,349,15.9,801+,7.3,801+,26.4,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1084.0,1001-1200,1001-1200,saint-petersburg mining university,Russian Federation,Europe,M,FO,VH,Public,3.1,701+,5.9,701+,79.1,173,3.7,801+,28.1,606,44.4,454,49.6,419,9.6,801+,13.2,801+,28.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452.0,1401+,1401+,sakarya university,Türkiye,Asia,XL,FC,HI,Public,5.9,701+,7.6,701+,4.9,801+,6.6,801+,2.6,801+,21.8,701,27.9,639,26.1,801+,2.3,801+,49.5,715=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1282.0,1201-1400,1201-1400,saken seifullin kazakh agrotechnical university,Kazakhstan,Asia,M,FO,HI,Private not for Profit,10.2,701+,18.0,701+,42.2,475,1.5,801+,23.5,669,9.4,801+,12.5,801+,3.6,801+,4.2,801+,36.7,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,salem college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,NC,Winston-Salem,27101.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/a177a80/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F09%2F07b3cd7d4d9750ba8eef350f483542%2Fcollege-photo_16079.jpg,132.0,18.0,nan,87.0,32236.0,3.7,nan,nan,436.0,nan,930.0,nan,930-1250,18-26,"Salem College is a private institution that was founded in 1772. It has a total undergraduate enrollment of 436 (fall 2023), and the campus size is 57 acres. It utilizes a semester-based academic calendar. Salem College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #132. Its tuition and fees are $32,236."
